日期	開盤	最高	最低	收盤	漲跌	漲%	成交量	成交金額	本益比
20131231	59.05	59.05	58.70	58.70	-0.10	-0.17%	12257	722130	0
20131230	58.35	58.95	58.35	58.80	0.50	0.86%	18119	1064066	0
20131227	57.80	58.40	57.80	58.30	0.45	0.78%	12607	732657	0
20131226	57.85	57.95	57.80	57.85	0.00	0.00%	3417	197708	0
20131225	57.90	57.95	57.75	57.85	0.05	0.09%	3321	192088	0
20131224	57.85	57.90	57.70	57.80	-0.05	-0.09%	5053	292130	0
20131223	57.55	58.00	57.55	57.85	0.40	0.70%	9017	521688	0
20131220	57.35	57.55	57.20	57.45	0.10	0.17%	4318	247994	0
20131219	57.40	57.50	57.15	57.35	0.35	0.61%	6052	347059	0
20131218	57.20	57.20	56.85	57.00	-0.20	-0.35%	3488	198913	0
20131217	57.15	57.30	57.10	57.20	0.30	0.53%	3090	176775	0
20131216	57.25	57.25	56.70	56.90	-0.45	-0.78%	6972	396352	0
20131213	57.10	57.40	57.05	57.35	-0.05	-0.09%	5100	292052	0
20131212	57.60	57.60	57.20	57.40	-0.45	-0.78%	4216	241965	0
20131211	57.95	58.30	57.65	57.85	0.05	0.09%	10106	585499	0
20131210	57.55	57.90	57.55	57.80	0.15	0.26%	6867	396597	0
20131209	57.55	57.95	57.55	57.65	0.50	0.87%	8645	499380	0
20131206	57.05	57.40	56.90	57.15	0.05	0.09%	4024	230203	0
20131205	57.45	57.50	57.00	57.10	-0.35	-0.61%	6057	346321	0
20131204	57.25	57.65	57.20	57.45	-0.05	-0.09%	7402	425548	0
20131203	57.35	57.50	57.15	57.50	0.05	0.09%	7385	423384	0
20131202	57.60	57.70	57.35	57.45	-0.10	-0.17%	5601	321901	0
20131129	57.35	57.70	57.25	57.55	0.20	0.35%	14721	846658	0
20131128	57.35	57.45	57.20	57.35	0.35	0.61%	11237	644295	0
20131127	56.70	57.05	56.65	57.00	0.30	0.53%	8118	462141	0
20131126	56.00	56.90	56.00	56.70	0.45	0.80%	9879	558861	0
20131125	56.15	56.50	56.15	56.25	0.75	1.35%	10345	582455	0
20131122	55.50	55.70	55.50	55.50	0.05	0.09%	10916	606805	0
20131121	56.10	56.10	55.40	55.45	-1.00	-1.77%	35062	1947623	0
20131120	56.65	56.70	56.35	56.45	-0.35	-0.62%	9702	548102	0
20131119	56.55	56.85	56.55	56.80	0.35	0.62%	8479	480734	0
20131118	56.35	56.50	56.20	56.45	0.30	0.53%	5566	313864	0
20131115	56.10	56.35	55.90	56.15	0.25	0.45%	12723	714441	0
20131114	56.00	56.10	55.65	55.90	0.15	0.27%	15583	870464	0
20131113	56.25	56.30	55.70	55.75	-0.75	-1.33%	17169	960655	0
20131112	56.60	56.60	56.20	56.50	0.20	0.36%	6243	352233	0
20131111	56.45	56.50	56.20	56.30	-0.15	-0.27%	8238	463973	0
20131108	56.60	56.65	56.35	56.45	-0.20	-0.35%	6210	350924	0
20131107	56.85	56.85	56.50	56.65	-0.15	-0.26%	4901	277660	0
20131106	56.80	56.90	56.60	56.80	0.00	0.00%	4717	267848	0
20131105	57.25	57.35	56.75	56.80	-0.55	-0.96%	7879	448706	0
20131104	57.40	57.40	57.10	57.35	-0.25	-0.43%	6647	380467	0
20131101	58.00	58.10	57.45	57.60	-0.30	-0.52%	6293	362802	0
20131031	57.85	58.05	57.60	57.90	0.00	0.00%	6046	349993	0
20131030	57.80	57.90	57.65	57.90	0.15	0.26%	4376	252902	0
20131029	57.45	57.80	57.30	57.75	0.25	0.43%	5791	333532	0
20131028	57.15	57.65	57.10	57.50	0.40	0.70%	6937	398367	0
20131025	57.35	57.35	56.85	57.10	-0.45	-0.78%	11177	638101	0
20131024	57.70	57.70	57.15	57.55	-1.15	-1.96%	7936	455537	0
20131023	59.10	59.10	58.60	58.70	-0.30	-0.51%	8639	508499	0
20131022	58.80	59.10	58.60	59.00	0.00	0.00%	7199	424385	0
20131021	59.05	59.15	58.85	59.00	-0.05	-0.08%	6552	386605	0
20131018	58.65	59.10	58.65	59.05	0.50	0.85%	14819	872615	0
20131017	58.65	58.85	58.45	58.55	0.30	0.52%	5063	296653	0
20131016	58.45	58.60	58.25	58.25	-0.25	-0.43%	7029	410205	0
20131015	58.45	58.60	58.30	58.50	0.50	0.86%	8043	470230	0
20131014	58.40	58.40	57.95	58.00	-0.45	-0.77%	6624	385079	0
20131011	58.85	58.95	58.40	58.45	0.25	0.43%	9045	530474	0
20131009	58.10	58.35	58.00	58.20	-0.15	-0.26%	6006	349660	0
20131008	57.85	58.45	57.80	58.35	0.45	0.78%	9441	549340	0
20131007	58.15	58.15	57.85	57.90	-0.55	-0.94%	4870	282121	0
20131004	58.50	58.55	58.25	58.45	-0.10	-0.17%	16689	974553	0
20131003	57.50	58.80	57.45	58.55	1.20	2.09%	23775	1387027	0
20131002	57.50	57.50	57.25	57.35	0.20	0.35%	11304	648115	0
20131001	57.00	57.30	57.00	57.15	0.00	0.00%	15432	882516	0
20130930	57.00	57.30	56.75	57.15	-0.25	-0.44%	16694	952581	0
20130927	57.40	57.55	57.35	57.40	0.15	0.26%	4769	273847	0
20130926	57.70	57.80	57.20	57.25	-0.55	-0.95%	4356	249816	0
20130925	58.00	58.00	57.60	57.80	-0.25	-0.43%	4177	241141	0
20130924	58.00	58.10	57.75	58.05	0.05	0.09%	10109	585958	0
20130923	57.55	58.15	57.50	58.00	0.45	0.78%	10272	594937	0
20130918	57.90	58.00	57.55	57.55	-0.20	-0.35%	14817	855895	0
20130917	57.50	57.75	57.50	57.75	-0.05	-0.09%	6241	359786	0
20130916	57.45	57.95	57.45	57.80	0.70	1.23%	14816	856213	0
20130914	57.15	57.25	57.05	57.10	0.00	0.00%	6236	356166	0
20130913	57.50	57.60	57.10	57.10	-0.45	-0.78%	5616	321690	0
20130912	57.40	57.70	57.30	57.55	0.05	0.09%	12988	747457	0
20130911	57.50	57.50	57.10	57.50	0.15	0.26%	20577	1180087	0
20130910	57.35	57.60	57.15	57.35	0.15	0.26%	23422	1344057	0
20130909	57.00	57.30	56.70	57.20	0.20	0.35%	17059	973707	0
20130906	56.85	57.05	56.85	57.00	0.10	0.18%	22393	1275635	0
20130905	56.70	56.95	56.55	56.90	0.35	0.62%	21412	1215479	0
20130904	56.50	56.60	56.25	56.55	-0.10	-0.18%	10480	591078	0
20130903	56.60	56.70	56.40	56.65	0.35	0.62%	20556	1163847	0
20130902	55.95	56.40	55.90	56.30	0.45	0.81%	20805	1168127	0
20130830	55.60	55.85	55.40	55.85	0.35	0.63%	11436	637170	0
20130829	54.85	55.60	54.85	55.50	0.75	1.37%	12791	708454	0
20130828	54.35	54.75	54.30	54.75	0.15	0.27%	9584	522648	0
20130827	55.00	55.00	54.60	54.60	-0.50	-0.91%	7340	402258	0
20130826	55.00	55.20	54.75	55.10	0.25	0.46%	6650	365856	0
20130823	54.50	55.00	54.50	54.85	0.70	1.29%	16799	920166	0
20130822	54.30	54.35	53.85	54.15	-0.45	-0.82%	30612	1655600	0
20130820	54.85	55.15	54.50	54.60	-0.50	-0.91%	19856	1086947	0
20130819	55.05	55.10	54.85	55.10	-0.15	-0.27%	8439	464100	0
20130816	54.65	55.45	54.65	55.25	0.25	0.45%	17786	978460	0
20130815	54.85	55.05	54.50	55.00	-0.40	-0.72%	17433	954338	0
20130814	55.55	55.55	55.10	55.40	-0.15	-0.27%	11120	614620	0
20130813	55.35	55.55	55.30	55.55	0.55	1.00%	7627	422920	0
20130812	55.00	55.05	54.70	55.00	0.15	0.27%	12025	659842	0
20130809	54.90	55.10	54.65	54.85	-0.05	-0.09%	25862	1417931	0
20130808	55.00	55.10	54.80	54.90	-0.20	-0.36%	25090	1379036	0
20130807	55.55	55.55	55.10	55.10	-0.80	-1.43%	21061	1163902	0
20130806	56.40	56.40	55.75	55.90	-0.80	-1.41%	20740	1158971	0
20130805	56.50	56.80	56.25	56.70	0.15	0.27%	2878	162792	0
20130802	56.60	57.00	56.35	56.55	0.35	0.62%	6840	387353	0
20130801	56.55	56.65	56.05	56.20	-0.40	-0.71%	7468	420331	0
20130731	56.95	56.95	56.55	56.60	-0.35	-0.61%	4384	248572	0
20130730	56.75	57.15	56.50	56.95	0.45	0.80%	10122	576373	0
20130729	56.70	56.85	56.25	56.50	-0.40	-0.70%	5925	334904	0
20130726	57.00	57.40	56.70	56.90	-0.10	-0.18%	4896	279404	0
20130725	56.80	57.15	56.50	57.00	0.10	0.18%	4112	234029	0
20130724	56.80	57.15	56.80	56.90	-0.15	-0.26%	4961	282335	0
20130723	56.50	57.20	56.50	57.05	0.90	1.60%	8972	510607	0
20130722	56.15	56.40	56.10	56.15	0.20	0.36%	5258	295654	0
20130719	56.90	56.90	55.75	55.95	-1.25	-2.19%	24693	1385797	0
20130718	57.60	57.65	57.10	57.20	-0.40	-0.69%	12640	723859	0
20130717	57.40	57.75	57.35	57.60	0.10	0.17%	12990	747620	0
20130716	57.50	57.60	57.35	57.50	0.00	0.00%	9554	549363	0
20130715	57.35	57.70	57.10	57.50	0.15	0.26%	14188	815950	0
20130712	57.20	57.40	57.10	57.35	0.15	0.26%	12910	739251	0
20130711	56.75	57.40	56.70	57.20	1.40	2.51%	30309	1728350	0
20130710	55.75	56.30	55.65	55.80	0.15	0.27%	9108	510561	0
20130709	55.00	55.70	54.95	55.65	0.65	1.18%	4074	225978	0
20130708	56.05	56.05	54.95	55.00	-1.05	-1.87%	8666	477968	0
20130705	55.25	56.05	55.20	56.05	1.10	2.00%	17675	986410	0
20130704	54.90	55.15	54.80	54.95	0.10	0.18%	4877	268103	0
20130703	55.20	55.40	54.85	54.85	-0.65	-1.17%	7004	385470	0
20130702	55.65	55.75	55.45	55.50	-0.10	-0.18%	4672	259565	0
20130701	54.80	55.70	54.80	55.60	0.50	0.91%	13788	763383	0
20130628	54.40	55.10	54.30	55.10	0.75	1.38%	13714	751100	0
20130627	54.05	54.35	53.90	54.35	0.65	1.21%	22275	1205472	0
20130626	53.60	53.80	53.30	53.70	0.70	1.32%	9916	531377	0
20130625	53.30	53.70	52.95	53.00	-0.40	-0.75%	19437	1034612	0
20130624	53.40	53.50	53.10	53.40	-0.20	-0.37%	21260	1132614	0
20130621	54.10	54.10	53.25	53.60	-0.65	-1.20%	34640	1853783	0
20130620	55.00	55.00	54.20	54.25	-1.05	-1.90%	25488	1389253	0
20130619	55.50	55.50	55.15	55.30	-0.10	-0.18%	6077	336207	0
20130618	55.15	55.40	54.85	55.40	0.25	0.45%	8772	483237	0
20130617	54.85	55.15	54.80	55.15	0.35	0.64%	5347	294417	0
20130614	55.15	55.15	54.70	54.80	-0.20	-0.36%	18099	994222	0
20130613	55.90	55.90	55.00	55.00	-1.35	-2.40%	33024	1823370	0
20130611	56.55	56.65	56.25	56.35	-0.15	-0.27%	4689	264736	0
20130610	56.55	56.70	56.40	56.50	0.45	0.80%	3505	198282	0
20130607	55.95	56.15	55.90	56.05	0.15	0.27%	9058	507189	0
20130606	56.20	56.30	55.75	55.90	-0.70	-1.24%	15077	843973	0
20130605	56.55	56.75	56.35	56.60	0.00	0.00%	3460	195737	0
20130604	56.70	56.80	56.35	56.60	-0.10	-0.18%	4243	239912	0
20130603	56.45	56.75	56.25	56.70	-0.25	-0.44%	6539	369199	0
20130531	57.50	57.70	56.80	56.95	0.00	0.00%	9240	528580	0
20130530	57.40	57.45	56.85	56.95	-0.70	-1.21%	8824	503172	0
20130529	57.35	57.80	57.35	57.65	0.50	0.87%	7989	460199	0
20130528	57.40	57.45	57.15	57.15	-0.20	-0.35%	2343	134259	0
20130527	56.80	57.35	56.80	57.35	0.50	0.88%	3286	187925	0
20130524	57.00	57.20	56.60	56.85	-0.15	-0.26%	6950	395777	0
20130523	57.90	58.00	57.00	57.00	-1.25	-2.15%	14866	854335	0
20130522	58.65	58.70	58.20	58.25	-0.05	-0.09%	7429	433864	0
20130521	58.35	58.70	58.15	58.30	0.00	0.00%	6990	408198	0
20130520	58.30	58.50	58.10	58.30	-0.10	-0.17%	7993	466046	0
20130517	58.60	58.70	58.40	58.40	-0.30	-0.51%	8652	506338	0
20130516	58.50	58.90	58.40	58.70	0.75	1.29%	32188	1888456	0
20130515	58.10	58.10	57.65	57.95	0.05	0.09%	11720	678724	0
20130514	58.00	58.25	57.75	57.90	0.15	0.26%	10934	634102	0
20130513	57.90	58.00	57.60	57.75	-0.15	-0.26%	6700	387396	0
20130510	58.10	58.15	57.85	57.90	-0.30	-0.52%	9241	535857	0
20130509	58.20	58.45	58.15	58.20	0.35	0.61%	17797	1037335	0
20130508	57.20	58.10	57.20	57.85	0.75	1.31%	21793	1258269	0
20130507	56.90	57.20	56.80	57.10	0.20	0.35%	14262	813797	0
20130506	57.00	57.15	56.90	56.90	0.25	0.44%	8576	488875	0
20130503	56.85	57.00	56.65	56.65	0.10	0.18%	13218	751481	0
20130502	56.35	56.65	56.35	56.55	0.15	0.27%	15920	899914	0
20130430	56.25	56.55	56.25	56.40	0.60	1.08%	17617	994043	0
20130429	55.90	56.00	55.75	55.80	-0.05	-0.09%	8140	454739	0
20130426	55.80	56.20	55.80	55.85	0.20	0.36%	11113	622403	0
20130425	55.45	55.75	55.40	55.65	0.10	0.18%	11885	661450	0
20130424	55.35	55.75	55.25	55.55	0.45	0.82%	12432	690771	0
20130423	55.40	55.40	54.95	55.10	-0.30	-0.54%	3674	202446	0
20130422	55.55	55.65	55.30	55.40	-0.05	-0.09%	11412	633682	0
20130419	54.25	55.50	54.25	55.45	1.60	2.97%	22459	1237684	0
20130418	53.55	54.10	53.55	53.85	-0.05	-0.09%	5606	301895	0
20130417	54.00	54.10	53.85	53.90	-0.10	-0.19%	4995	269566	0
20130416	53.50	54.00	53.45	54.00	0.10	0.19%	5150	276687	0
20130415	54.25	54.35	53.75	53.90	-0.45	-0.83%	4112	221986	0
20130412	54.40	54.50	54.20	54.35	0.00	0.00%	2285	124173	0
20130411	53.95	54.40	53.95	54.35	0.55	1.02%	9842	533758	0
20130410	53.75	53.95	53.60	53.80	0.10	0.19%	3118	167630	0
20130409	54.00	54.05	53.60	53.70	-0.15	-0.28%	7681	413471	0
20130408	54.45	54.50	53.85	53.85	-1.15	-2.09%	18560	1002860	0
20130403	55.10	55.15	54.90	55.00	0.15	0.27%	2926	160976	0
20130402	55.00	55.10	54.70	54.85	-0.15	-0.27%	4937	271289	0
20130401	55.10	55.20	54.95	55.00	-0.10	-0.18%	3729	205266	0
20130329	54.85	55.15	54.70	55.10	0.55	1.01%	5876	322903	0
20130328	54.70	54.75	54.40	54.55	-0.15	-0.27%	3316	180676	0
20130327	54.60	54.85	54.45	54.70	0.15	0.27%	4540	248241	0
20130326	54.55	54.60	54.45	54.55	0.00	0.00%	1956	106683	0
20130325	54.75	54.75	54.45	54.55	0.40	0.74%	2649	144567	0
20130322	54.20	54.35	54.15	54.15	-0.15	-0.28%	8202	445102	0
20130321	54.40	54.45	54.25	54.30	0.05	0.09%	4930	267994	0
20130320	54.35	54.55	54.15	54.25	-0.35	-0.64%	8821	479368	0
20130319	54.70	54.75	54.50	54.60	0.10	0.18%	3374	184302	0
20130318	55.00	55.00	54.30	54.50	-0.70	-1.27%	13219	721312	0
20130315	55.60	55.70	55.20	55.20	-0.40	-0.72%	9552	529341	0
20130314	55.50	55.60	55.35	55.60	-0.05	-0.09%	12133	672911	0
20130313	55.60	55.95	55.30	55.65	0.10	0.18%	10206	568132	0
20130312	55.90	56.00	55.55	55.55	-0.35	-0.63%	7443	415510	0
20130311	55.80	56.10	55.60	55.90	0.10	0.18%	12066	674388	0
20130308	55.60	55.90	55.60	55.80	0.40	0.72%	12381	690617	0
20130307	55.20	55.65	55.20	55.40	-0.05	-0.09%	5956	330452	0
20130306	55.70	55.75	55.20	55.45	0.25	0.45%	4641	257531	0
20130305	54.90	55.35	54.90	55.20	0.45	0.82%	16081	884933	0
20130304	55.40	55.45	54.70	54.75	-0.65	-1.17%	8270	454255	0
20130301	55.35	55.55	55.30	55.40	0.20	0.36%	5730	317569	0
20130227	55.05	55.20	54.95	55.20	0.10	0.18%	4605	253713	0
20130226	55.25	55.40	55.05	55.10	-0.60	-1.08%	6754	372791	0
20130225	55.80	55.80	55.55	55.70	-0.10	-0.18%	10432	580782	0
20130223	55.70	55.90	55.65	55.80	0.30	0.54%	6376	355759	0
20130222	55.60	55.85	55.35	55.50	-0.20	-0.36%	9131	507372	0
20130221	55.90	56.05	55.70	55.70	-0.40	-0.71%	9951	556204	0
20130220	55.90	56.20	55.90	56.10	0.45	0.81%	21814	1223539	0
20130219	55.60	55.75	55.55	55.65	0.05	0.09%	16817	936045	0
20130218	55.50	55.90	55.45	55.60	0.20	0.36%	29740	1655484	0
20130206	55.20	55.50	55.20	55.40	0.40	0.73%	29434	1629884	0
20130205	54.90	55.10	54.90	55.00	-0.20	-0.36%	15988	878945	0
20130204	54.85	55.40	54.85	55.20	0.40	0.73%	30981	1709856	0
20130201	54.70	54.85	54.60	54.80	0.20	0.37%	15058	824656	0
20130131	54.50	54.60	54.30	54.60	0.00	0.00%	12643	688779	0
20130130	54.50	54.75	54.45	54.60	0.10	0.18%	21672	1183404	0
20130129	53.95	54.50	53.95	54.50	0.75	1.40%	21973	1191891	0
20130128	53.70	53.95	53.65	53.75	0.25	0.47%	8709	468347	0
20130125	53.65	53.70	53.20	53.50	-0.20	-0.37%	8521	455161	0
20130124	53.75	53.90	53.25	53.70	-0.30	-0.56%	11334	608084	0
20130123	54.20	54.30	53.90	54.00	-0.05	-0.09%	7267	392940	0
20130122	54.30	54.30	53.70	54.05	0.15	0.28%	10501	567964	0
20130121	53.95	54.05	53.55	53.90	-0.05	-0.09%	4526	243872	0
20130118	53.95	53.95	53.70	53.95	0.65	1.22%	5410	291355	0
20130117	53.90	54.20	53.20	53.30	-0.40	-0.74%	10084	541563	0
20130116	54.05	54.05	53.70	53.70	-0.30	-0.56%	8142	438233	0
20130115	54.20	54.45	53.90	54.00	-0.50	-0.92%	6610	357735	0
20130114	54.00	54.50	53.80	54.50	0.05	0.09%	7282	393925	0
20130111	54.70	54.80	54.35	54.45	-0.05	-0.09%	11838	646271	0
20130110	54.30	54.65	54.15	54.50	0.40	0.74%	13954	760153	0
20130109	53.75	54.30	53.75	54.10	0.20	0.37%	7529	407184	0
20130108	54.00	54.20	53.65	53.90	-0.35	-0.65%	12507	673989	0
20130107	54.55	54.55	53.90	54.25	-0.25	-0.46%	8911	483016	0
20130104	54.85	54.85	54.40	54.50	-0.35	-0.64%	9838	536506	0
20130103	54.90	55.05	54.65	54.85	0.45	0.83%	29021	1592306	0
20130102	54.00	54.65	53.90	54.40	0.60	1.12%	16488	896311	0